loci	length
R024266	564
R024267	713
R024268	730
R024269	436
R024270	498
R024271	538
R024272	566
R024273	592
R024274	488
R024275	456
R024276	455
R024277	278
R024278	620
R024279	555
R024280	361
R024281	358
R024282	509
R024283	476
R024284	272
R024285	399
R024286	638
R024287	613
R024288	687
R024289	524
R024290	565
R024291	413
R024292	270
R024293	356
R024294	446
R024295	652
R024297	603
R024298	400
R024299	194
R024300	577
R024301	432
R024302	636
R024303	376
R024304	499
R024305	538
R024306	390
R024307	580
R024308	255
R024309	608
R024310	445
R024311	441
R024312	444
R024313	508
R024314	509
R024315	503
R024316	459
R024317	452
R024318	561
R024319	438
R024320	451
R024321	466
R024322	425
R024323	509
R024324	609
R024325	514
R024326	401
R024327	483
R024328	584
R024329	536
R024330	484
R024331	362
R024332	548
R024333	573
R024334	587
R024335	330
R024336	555
R024337	525
R024338	397
R024339	563
R024340	589
R024341	497
R024342	393
R024343	540
R024344	366
R024345	413
R024346	428
R024347	395
R024348	385
R024349	89
R024350	611
R024351	475
R024352	528
R024353	567
R024354	155
R024355	546
R024356	297
R024357	536
R024358	623
R024359	398
R024360	584
R024361	441
R024363	488
R024364	562
R024365	382
R024366	555
R024367	237
R024368	636
R024369	493
R024370	408
R024371	538
R024372	396
R024373	376
R024374	443
R024375	463
R024376	717
R024377	617
R024378	390
R024379	484
R024380	632
R024381	421
R024382	377
R024383	506
R024384	551
R024385	558
R024386	386
R024387	319
R024388	365
R024389	147
R024390	558
R024391	451
R024392	317
R024393	521
R024394	520
R024395	166
R024396	395
R024397	374
R024398	160
R024399	644
R024400	341
R024401	648
R024402	522
R024403	558
R024404	586
R024405	379
R024406	424
R024407	606
R024408	301
R024409	236
R024410	500
R024411	593
R024412	452
R024413	459
R024414	605
R024415	474
R024416	497
R024417	454
R024418	456
R024419	406
R024420	548
R024421	687
R024422	433
R024423	711
R024424	378
R024425	459
R024426	602
R024427	481
R024428	552
R024429	433
R024430	453
R024431	714
R024432	387
R024433	475
R024434	517
R024435	442
R024436	415
R024437	479
R024438	188
R024439	465
R024440	510
R024441	469
R024442	437
R024443	645
R024444	489
R024445	636
R024446	616
R024447	392
R024448	529
R024449	545
R024450	646
R024451	608
R024452	612
R024453	473
R024454	350
R024455	591
R024456	540
R024457	433
R024458	311
R024459	581
R024460	533
R024461	352
R024462	142
R024463	192
R024464	421
R024465	561
R024466	506
R024467	176
R024468	442
R024469	392
R024470	384
R024471	474
R024472	523
R024473	656
R024474	615
R024475	402
R024476	363
R024477	646
R024478	495
R024479	532
R024480	605
R024481	102
R024482	560
R024483	420
R024484	527
R024485	211
R024486	432
R024487	436
R024488	415
R024489	574
R024490	469
R024491	191
R024492	375
R024493	311
R024494	521
R024495	484
R024496	324
R024497	614
R024498	588
R024499	577
R024500	506
R024501	511
R024502	540
R024503	519
R024504	176
R024505	481
R024506	607
R024507	538
R024508	544
R024509	489
R024510	610
R024511	536
R024512	483
R024513	174
R024514	532
R024515	391
R024516	533
R024517	406
R024518	504
R024519	545
R024520	599
R024521	463
R024522	412
R024523	359
R024524	609
R024525	472
R024526	417
R024527	495
R024528	601
R024529	177
R024530	493
R024531	335
R024532	390
R024533	99
R024534	381
R024535	413
R024536	366
R024537	695
R024538	595
R024539	510
R024540	499
R024541	481
R024542	591
R024543	611
R024544	390
R024545	578
R024546	482
R024547	549
R024548	497
R024549	569
R024550	439
R024551	567
R024552	409
R024553	424
R024554	510
R024555	519
R024556	503
R024557	547
R024558	560
R024559	447
R024560	413
R024561	492
R024562	521
R024563	547
R024564	522
R024565	551
R024566	501
R024567	547
R024568	617
R024569	550
R024570	435
R024571	703
R024572	521
R024573	587
R024574	335
R024575	639
R024576	714
R024577	400
R024578	456
R024579	488
R024580	611
R024581	617
R024582	475
R024583	461
R024584	649
R024585	484
R024586	572
R024587	658
R024588	89
R024589	324
R024590	557
R024591	614
R024592	596
R024593	578
R024594	298
R024595	545
R024596	494
R024597	420
R024598	394
R024599	539
R024600	600
R024601	721
R024602	642
R024603	378
R024604	421
R024605	100
R024606	511
R024607	636
R024608	457
R024609	473
R024610	660
R024611	406
R024612	632
R024613	372
R024614	595
R024615	401
R024616	405
R024617	350
R024618	470
R024619	375
R024620	458
R024621	472
R024622	342
R024623	461
R024624	341
R024625	228
R024626	371
R024627	552
R024628	600
R024629	369
R024630	512
R024631	436
R024632	199
R024633	476
R024634	503
R024635	300
R024636	596
R024637	625
R024638	497
R024639	634
R024640	351
R024641	645
R024642	471
R024643	549
R024644	172
R024645	198
R024646	500
R024647	140
R024648	89
R024649	431
R024650	600
R024651	514
R024652	446
R024653	517
R024654	548
R024655	370
R024656	535
R024657	662
R024658	314
R024659	625
R024660	487
R024661	490
R024662	442
R024663	505
R024664	570
R024665	533
R024666	586
R024667	569
R024668	495
R024669	89
R024670	538
R024671	389
R024672	743
R024673	581
R024674	583
R024675	505
R024676	505
R024677	528
R024678	443
R024679	396
R024680	581
R024681	89
R024682	146
R024683	537
R024684	430
R024685	394
R024686	105
R024687	606
R024688	542
R024689	563
R024690	582
R024691	538
R024692	427
R024693	469
R024694	607
R024695	411
R024696	641
R024697	628
R024698	442
R024699	536
R024700	331
R024701	534
R024702	301
R024703	446
R024704	433
R024705	530
R024706	471
R024707	463
R024708	540
R024709	607
R024710	378
R024711	391
R024712	203
R024713	537
R024714	561
R024715	591
R024716	524
R024717	426
R024718	606
R024719	429
R024720	599
R024722	546
R024723	461
R024724	561
R024725	636
R024726	513
R024727	412
R024728	526
R024729	465
R024730	664
R024731	206
R024732	552
R024733	89
R024734	592
R024735	540
R024736	523
R024737	412
R024738	522
R024739	587
R024740	193
R024741	375
R024742	538
R024743	637
R024744	583
R024745	436
R024746	589
R024747	611
R024748	435
R024749	379
R024750	394
R024751	493
R024752	497
R024753	493
R024754	469
R024755	465
R024756	327
R024757	378
R024758	539
R024759	314
R024760	456
R024761	461
R024762	576
R024763	622
R024764	495
R024765	487
R024766	508
R024767	481
R024768	214
R024769	487
R024770	514
R024771	354
R024772	632
R024773	492
R024774	613
R024775	602
R024776	686
R024777	421
R024778	650
R024779	411
R024780	511
R024781	545
R024782	511
R024783	567
R024784	618
R024785	477
R024786	544
R024787	326
R024788	431
R024789	501
R024790	518
R024791	438
R024792	544
R024793	390
R024794	538
R024795	426
R024796	437
R024797	336
R024798	629
R024799	275
R024800	400
R024801	603
R024802	351
R024803	657
R024804	505
R024805	251
R024806	618
R024807	178
R024808	547
R024809	549
R024810	585
R024811	509
R024812	343
R024813	456
R024814	641
R024815	403
R024816	479
R024817	507
R024818	250
R024819	165
R024820	641
R024821	99
R024822	576
R024823	403
R024824	474
R024825	585
R024826	476
R024827	483
R024828	286
R024829	628
R024830	453
R024831	477
R024832	435
R024833	184
R024834	508
R024835	349
R024836	510
R024837	569
R024838	556
R024839	557
R024840	399
R024841	648
R024842	652
R024843	423
R024844	479
R024845	609
R024846	344
R024847	437
R024848	444
R024849	664
R024850	387
R024851	392
R024852	699
R024853	422
R024854	654
R024855	522
R024856	324
R024857	476
R024858	321
R024859	451
R024860	434
R024861	386
R024862	463
R024863	502
R024864	455
R024865	623
R024866	537
R024867	390
R024868	603
R024869	446
R024870	541
R024871	443
R024872	601
R024873	274
R024874	480
R024875	527
R024876	196
R024877	481
R024878	400
R024879	608
R024880	515
R024881	449
R024882	470
R024883	659
R024884	531
R024885	327
R024886	564
R024887	484
R024888	749
R024889	330
R024890	693
R024891	462
R024892	608
R024893	586
R024894	498
R024895	501
R024896	386
R024898	489
R024899	513
R024900	519
R024901	461
R024902	654
R024903	674
R024904	449
R024905	551
R024906	505
R024907	464
R024908	486
R024909	382
R024910	405
R024911	588
R024912	438
R024913	564
R024914	394
R024915	509
R024916	416
R024917	376
R024918	618
R024919	453
R024920	270
R024921	557
R024922	446
R024923	625
R024924	292
R024925	553
R024926	585
R024927	594
R024928	632
R024929	607
R024930	493
R024931	576
R024932	318
R024933	513
R024934	521
R024935	205
R024936	482
R024937	607
R024938	444
R024939	563
R024940	427
R024941	440
R024942	657
R024943	434
R024944	560
R024945	486
R024946	553
R024947	551
R024948	397
R024949	378
R024950	459
R024951	181
R024952	417
R024953	270
R024954	704
R024955	479
R024956	539
R024957	396
R024958	431
R024959	490
R024960	617
R024961	568
R024962	613
R024963	302
R024964	529
R024965	541
R024966	600
R024967	426
R024968	534
R024969	290
R024970	352
R024971	402
R024972	504
R024973	418
R024974	609
R024975	613
R024976	401
R024977	506
R024978	548
R024979	524
R024980	361
R024981	604
R024982	502
R024983	346
R024984	606
R024985	580
R024986	357
R024987	583
R024988	580
R024989	595
R024990	548
R024991	425
R024992	605
R024993	490
R024994	334
R024995	229
R024996	154
R024997	516
R024999	422
R025000	489
R025001	458
R025002	479
R025003	564
R025004	446
R025005	495
R025006	465
R025007	727
R025008	89
R025009	255
R025010	509
R025011	538
R025012	537
R025013	645
R025014	616
R025015	534
R025016	577
R025017	540
R025018	567
R025019	444
R025020	662
R025021	246
R025022	495
R025023	112
R025024	488
R025025	89
R025026	508
R025027	604
R025028	509
R025029	471
R025030	491
R025031	114
R025032	430
R025033	380
R025034	486
R025035	492
R025036	405
R025037	443
R025038	260
R025039	366
R025040	560
R025042	597
R025043	553
R025044	593
R025045	590
R025046	647
R025047	424
R025048	496
R025049	750
R025050	422
R025051	455
R025052	578
R025053	536
R025054	651
R025055	531
R025056	601
R025057	439
R025058	462
R025059	569
R025060	589
R025061	451
R025062	523
R025063	555
R025064	141
R025065	438
R025066	592
R025067	466
R025068	688
R025069	421
R025070	441
R025071	392
R025072	463
R025073	508
R025074	433
R025075	503
R025076	329
R025077	480
R025078	126
R025079	527
R025080	573
R025081	527
R025082	407
R025083	632
R025084	337
R025085	555
R025086	454
R025087	422
R025088	319
R025089	393
R025090	560
R025091	387
R025092	763
R025093	580
R025094	639
R025095	494
R025096	520
R025097	551
R025098	261
R025099	322
R025100	257
R025101	446
R025102	544
R025103	545
R025104	586
R025105	504
R025106	563
R025107	583
R025108	743
R025109	530
R025110	606
R025111	396
R025112	331
R025113	647
R025114	430
R025115	515
R025116	120
R025117	533
R025118	431
R025119	384
R025121	414
R025122	701
R025123	563
R025124	528
R025125	448
R025126	568
R025127	548
R025128	477
R025129	502
R025130	228
R025131	422
R025132	477
R025133	491
R025134	357
R025135	480
R025136	504
R025138	112
R025139	273
R025140	663
R025141	604
R025142	599
R025143	602
R025144	636
R025145	426
R025146	689
R025147	544
R025148	486
R025149	637
R025150	324
R025151	130
R025152	798
R025153	89
R025154	477
R025155	273
R025156	480
R025157	516
R025158	652
R025159	489
R025160	485
R025161	509
R025162	452
R025163	549
R025164	307
R025165	497
R025166	497
R025167	370
R025168	614
R025169	438
R025170	553
R025171	474
R025172	656
R025173	199
R025174	291
R025175	489
R025176	555
R025177	437
R025178	287
R025179	735
R025180	591
R025181	255
R025182	641
R025183	603
R025184	548
R025185	158
R025186	548
R025187	618
R025188	329
R025189	310
R025190	495
R025191	247
R025192	462
R025193	490
R025194	430
R025195	392
R025196	425
R025197	345
R025198	473
R025199	409
R025200	541
R025201	532
R025202	246
R025203	582
R025204	531
R025205	561
R025206	440
R025207	131
R025208	628
R025209	680
R025210	492
R025211	151
R025212	415
R025213	483
R025214	447
R025216	337
R025217	514
R025218	89
R025219	493
R025220	140
R025221	564
R025222	406
R025223	657
R025224	515
R025225	475
R025226	548
R025227	236
R025228	449
R025229	89
R025230	304
R025231	469
R025232	369
R025233	433
R025234	439
R025235	519
R025236	495
R025237	506
R025238	584
R025239	485
R025240	344
R025241	529
R025242	296
R025243	236
R025244	556
R025245	608
R025246	601
R025247	373
R025248	234
R025249	622
R025250	627
R025251	463
R025252	601
R025253	586
R025254	393
R025255	164
R025256	708
R025257	511
R025258	392
R025259	656
R025260	427
R025261	559
R025262	390
R025263	406
R025264	411
R025265	468
R025266	398
R025267	395
R025268	587
R025269	492
R025270	508
R025271	549
R025272	470
R025273	89
R025274	282
R025275	393
R025276	591
R025277	598
R025278	331
R025279	656
R025280	415
R025281	434
R025282	524
R025283	215
R025284	342
R025285	505
R025286	463
R025287	711
R025288	597
R025289	292
R025290	604
R025291	390
R025292	208
R025293	566
R025294	620
R025295	525
R025296	504
R025297	258
R025298	434
R025299	615
R025300	607
R025301	503
R025302	390
R025303	532
R025304	502
R025305	582
R025306	549
R025307	678
R025308	164
R025309	521
R025310	552
R025311	700
R025312	303
R025313	704
R025314	563
R025315	615
R025316	509
R025317	597
R025318	123
R025319	473
R025320	529
R025321	573
R025322	598
R025323	567
R025324	664
R025325	559
R025326	474
R025327	655
R025328	676
R025329	445
R025330	476
R025331	527
R025332	368
R025333	419
R025334	313
R025335	562
R025336	573
R025337	852
R025338	647
R025339	451
R025340	528
R025341	558
R025342	618
R025343	353
R025344	629
R025345	412
R025346	521
R025347	354
R025348	500
R025349	504
R025350	562
R025351	625
R025352	553
R025353	561
R025354	476
R025355	520
R025356	451
R025357	483
R025358	544
R025359	516
R025360	376
R025361	369
R025362	386
R025363	384
R025364	395
R025365	612
R025366	415
R025368	627
R025369	586
R025370	558
R025371	612
R025372	580
R025373	572
R025374	388
R025375	532
R025376	573
R025377	422
R025378	618
R025379	397
R025380	457
R025381	152
R025382	421
R025383	465
R025384	477
R025385	182
R025386	745
R025387	564
R025388	467
R025389	348
R025390	437
R025391	573
R025392	566
R025393	377
R025394	603
R025395	642
R025396	433
R025397	103
R025398	542
R025399	572
R025400	587
R025401	89
R025402	462
R025403	577
R025404	483
R025405	134
R025406	502
R025407	593
R025408	306
R025409	603
R025410	422
R025411	257
R025412	578
R025413	564
R025414	444
R025415	89
R025416	544
R025417	563
R025418	581
R025419	628
R025420	448
R025421	512
R025422	426
R025423	350
R025424	470
R025425	356
R025426	496
R025427	524
R025428	250
R025429	424
R025430	360
R025431	360
R025432	498
R025433	395
R025434	310
R025435	606
R025436	457
R025437	507
R025438	513
R025439	316
R025440	501
R025441	628
R025442	140
R025443	461
R025444	553
R025445	660
R025446	651
R025447	422
R025448	569
R025449	324
R025450	600
R025451	436
R025452	421
R025453	495
R025454	587
R025455	523
R025456	625
R025457	647
R025458	709
R025459	472
R025460	541
R025461	595
R025462	284
R025463	420
R025464	412
R025465	232
R025466	533
R025467	520
R025468	341
R025469	602
R025470	554
R025471	523
R025472	511
R025473	359
R025474	415
R025475	650
R025476	544
R025477	504
R025478	549
R025479	143
R025480	485
R025481	540
R025482	434
R025483	149
R025484	586
R025485	395
R025486	533
R025487	245
R025488	626
R025489	577
R025490	342
R025491	358
R025492	381
R025493	417
R025494	509
R025495	552
R025496	524
R025497	464
R025498	600
R025499	545
R025500	567
R025501	367
R025502	453
R025503	626
R025504	501
R025505	264
R025506	480
R025507	552
R025508	510
R025509	464
R025510	495
R025511	326
R025512	438
R025513	541
R025514	537
R025515	486
R025516	408
R025517	368
R025518	636
R025519	349
R025520	609
R025521	366
R025522	246
R025523	587
R025524	683
R025525	621
R025526	690
R025527	412
R025528	167
R025529	544
R025530	545
R025531	508
R025532	538
R025533	420
R025534	499
R025535	357
R025536	509
R025537	381
R025538	427
R025539	497
R025540	538
R025541	493
R025542	504
R025543	654
R025544	605
R025545	469
R025546	465
R025547	426
R025548	532
R025549	440
R025550	553
R025551	220
R025552	413
R025553	436
R025554	542
R025555	273
R025556	435
R025557	522
R025558	448
R025559	469
R025560	389
R025561	386
R025562	748
R025563	591
R025564	631
R025565	549
R025566	429
R025567	488
R025568	520
R025569	376
R025570	501
R025571	177
R025572	563
R025573	545
R025574	257
R025575	502
R025576	819
R025577	519
R025578	521
R025579	678
R025580	591
R025581	512
R025582	440
R025583	528
R025584	383
R025585	375
R025586	414
R025587	599
R025588	370
R025589	468
R025590	542
R025591	435
R025592	617
R025593	208
R025594	568
R025595	309
R025596	420
R025597	555
R025598	258
R025599	523
R025600	437
R025601	424
R025602	469
R025603	403
R025604	146
R025605	543
R025606	108
R025607	522
R025608	623
R025609	583
R025610	456
R025611	479
R025612	107
R025613	481
R025614	588
R025615	300
R025616	89
R025617	494
R025618	229
R025619	371
R025620	534
R025621	394
R025622	618
R025623	529
R025624	462
R025625	255
R025626	452
R025627	342
R025628	369
R025629	643
R025630	525
R025631	607
R025632	310
R025633	361
R025634	538
R025635	509
R025636	89
R025637	324
R025638	116
R025639	485
R025640	735
R025641	486
R025642	409
R025643	434
R025644	710
R025645	665
R025646	505
R025647	410
R025648	572
R025649	385
R025650	333
R025651	401
R025652	448
R025653	248
R025654	509
R025655	248
R025656	488
R025657	278
R025658	201
R025659	528
R025660	365
R025661	437
R025662	491
R025663	487
R025664	218
R025665	495
R025666	320
R025667	402
R025668	416
R025669	409
R025670	138
R025671	513
R025672	488
R025673	411
R025674	413
R025675	429
R025676	450
R025677	386
R025678	524
R025679	579
R025680	402
R025681	607
R025682	420
R025683	678
R025684	432
R025685	198
R025686	191
R025687	395
R025688	711
R025689	381
R025691	89
R025692	403
R025693	317
R025694	133
R025695	159
R025696	673
R025697	588
R025698	142
R025699	455
R025700	432
R025701	639
R025702	597
R025703	400
R025704	573
R025705	567
R025706	454
R025707	395
R025708	545
R025709	405
R025710	656
R025711	314
R025712	579
R025713	337
R025714	259
R025715	452
R025716	630
R025717	550
R025718	544
R025719	555
R025720	456
R025721	473
R025722	527
R025723	632
R025724	587
R025725	651
R025726	461
R025727	548
R025728	660
R025729	292
R025730	345
R025731	501
R025732	631
R025733	356
R025734	500
R025735	364
R025736	445
R025737	544
R025738	489
R025739	209
R025740	557
R025741	474
R025742	536
R025743	482
R025744	560
R025745	489
R025746	694
R025747	478
R025748	481
R025749	586
R025750	414
R025751	602
R025752	494
R025753	602
R025754	474
R025755	411
R025756	587
R025757	330
R025758	515
R025759	403
R025760	419
R025761	470
R025762	536
R025763	293
R025764	586
R025765	513
R025766	380
R025767	519
R025768	515
R025769	267
R025770	594
R025771	336
R025772	729
R025773	482
R025774	408
R025775	613
R025776	484
R025777	689
R025778	577
R025779	463
R025780	435
R025781	445
R025782	458
R025783	408
R025784	419
R025785	289
R025786	779
R025787	520
R025788	368
R025789	251
R025790	449
R025791	504
R025792	628
R025793	769
R025794	565
R025795	460
R025796	659
R025797	195
R025798	525
R025799	197
R025800	552
R025801	436
R025802	420
R025803	519
R025804	536
R025805	510
R025806	244
R025807	629
R025808	380
R025809	427
R025810	637
R025811	392
R025812	559
R025813	432
R025814	316
R025815	430
R025816	118
R025817	588
R025818	443
R025819	636
R025820	460
R025821	164
R025822	596
R025823	551
R025824	448
R025825	561
R025826	513
R025827	512
R025828	526
R025829	490
R025830	566
R025831	527
R025832	563
R025833	526
R025835	510
R025836	509
R025837	430
R025838	512
R025839	391
R025840	492
R025841	89
R025842	657
R025843	683
R025844	647
R025845	457
R025846	416
R025847	353
R025848	463
R025849	527
R025850	505
R025851	562
R025852	620
R025853	424
R025854	291
R025855	519
R025856	390
R025857	509
R025858	514
R025859	671
R025860	193
R025861	550
R025862	514
R025863	551
R025864	511
R025865	256
R025866	440
R025867	557
R025868	473
R025869	601
R025870	453
R025871	683
R025872	319
R025873	427
R025874	531
R025875	554
R025876	130
R025877	300
R025878	413
R025879	323
R025880	343
R025881	639
R025882	121
R025883	407
R025884	406
R025885	251
R025886	382
R025887	364
R025888	631
R025889	474
R025890	649
R025891	573
R025892	465
R025893	656
R025894	312
R025895	495
R025896	550
R025897	278
R025898	504
R025899	684
R025900	607
R025901	371
R025902	232
R025903	117
R025904	115
R025905	500
R025906	611
R025907	458
R025908	453
R025909	381
R025910	416
R025911	370
R025912	313
R025913	503
R025914	517
R025915	320
R025916	423
R025917	515
R025918	688
R025919	342
R025920	320
R025921	527
R025922	592
R025923	357
R025924	481
R025925	562
R025926	432
R025927	690
R025928	430
R025929	447
R025930	557
R025931	212
R025932	387
R025933	534
R025934	296
R025935	608
R025936	269
R025937	511
R025938	621
R025939	570
R025940	388
R025941	545
R025942	475
R025943	313
R025944	499
R025945	629
R025946	511
R025947	312
R025948	563
R025949	589
R025950	370
R025951	566
R025952	481
R025953	331
R025954	571
R025955	619
R025956	381
R025957	360
R025958	493
R025959	115
R025960	430
R025961	502
R025962	523
R025963	496
R025964	293
R025965	461
R025966	529
R025967	448
R025968	377
R025969	628
R025970	490
R025971	442
R025972	498
R025973	571
R025974	341
R025975	429
R025976	269
R025977	626
R025978	549
R025979	516
R025980	464
R025981	626
R025982	523
R025983	177
R025984	165
R025985	311
R025986	511
R025987	256
R025988	591
R025989	585
R025990	339
R025991	579
R025992	418
R025993	581
R025994	355
R025995	477
R025996	457
R025997	437
R025998	463
R025999	411
R026000	372
R026001	438
R026002	679
R026003	120
R026004	605
R026005	682
R026006	657
R026007	585
R026008	611
R026009	657
R026010	280
R026011	690
R026012	313
R026013	557
R026014	574
R026015	548
R026016	527
R026017	452
R026018	555
R026019	667
R026020	453
R026021	408
R026022	361
R026023	530
R026024	478
R026025	510
R026026	478
R026027	517
R026028	609
R026029	310
R026030	615
R026031	523
R026032	534
R026033	548
R026034	365
R026035	589
R026036	461
R026037	519
R026038	272
R026039	557
R026040	257
R026041	610
R026042	266
R026043	124
R026044	190
R026045	307
R026046	596
R026047	648
R026048	500
R026049	437
R026050	529
R026051	563
R026052	642
R026053	512
R026054	647
R026055	567
R026056	459
R026057	648
R026058	119
R026059	473
R026060	446
R026061	529
R026062	680
R026063	514
R026064	463
R026065	552
R026066	469
R026067	666
R026068	384
R026069	555
R026070	453
R026071	534
R026072	638
R026073	329
R026074	579
R026075	594
R026076	425
R026077	193
R026078	572
R026079	221
R026080	518
R026081	598
R026082	609
R026083	446
R026084	471
R026085	488
R026086	107
R026087	373
R026088	408
R026089	550
R026090	483
R026091	391
R026092	489
R026093	511
R026094	484
R026095	563
R026096	374
R026097	432
R026098	559
R026099	495
R026100	751
R026101	496
R026102	616
R026103	487
R026104	455
R026105	571
R026106	602
R026107	500
R026108	394
R026109	550
R026110	351
R026111	616
R026112	617
R026113	547
R026114	273
R026115	293
R026116	612
R026117	550
R026118	669
R026119	144
R026120	495
R026121	490
R026122	159
R026123	550
R026124	182
R026125	603
R026126	496
R026127	446
R026128	134
R026129	533
R026130	422
R026131	377
R026132	491
R026133	619
R026134	323
R026135	561
R026136	419
R026137	529
R026138	679
R026139	440
R026140	538
R026141	605
R026142	503
R026143	503
R026144	597
R026145	463
R026146	157
R026147	422
R026148	531
R026149	496
R026150	516
R026151	563
R026152	569
R026153	434
R026154	111
R026155	575
R026156	424
R026157	532
R026158	415
R026159	435
R026160	311
R026161	544
R026162	303
R026163	475
R026164	204
R026165	736
R026166	561
R026167	407
R026168	536
R026169	493
R026170	554
R026171	464
R026172	233
R026173	687
R026174	301
R026175	680
R026176	569
R026177	421
R026178	400
R026179	368
R026180	496
R026181	543
R026182	584
R026183	492
R026184	517
R026185	481
R026186	374
R026187	233
R026188	259
R026189	567
R026190	591
R026191	485
R026192	473
R026193	435
R026194	724
R026195	617
R026196	590
R026197	535
R026198	627
R026199	554
R026200	582
R026201	583
R026202	196
R026203	600
R026204	486
R026205	478
R026206	99
R026207	311
R026208	327
R026209	488
R026210	89
R026211	450
R026212	393
R026213	509
R026214	373
R026215	539
R026216	488
R026217	603
R026218	624
R026219	652
R026220	504
R026221	544
R026222	413
R026223	403
R026224	438
R026225	479
R026226	560
R026227	434
R026228	490
R026229	426
R026230	323
R026231	389
R026232	585
R026233	513
R026234	474
R026235	273
R026236	592
R026237	522
R026238	598
R026240	444
R026241	474
R026242	424
R026243	611
R026244	496
R026245	507
R026246	392
R026247	568
R026248	349
R026249	656
R026250	550
R026251	569
R026252	414
R026253	624
R026254	374
R026255	455
R026256	292
R026257	618
R026258	583
R026259	417
R026260	543
R026261	322
R026262	342
R026263	692
R026264	479
R026265	606
R026266	538
R026267	484
R026268	362
R026270	502
R026271	487
R026272	400
R026273	637
R026274	619
R026275	452
R026276	417
R026277	269
R026278	391
R026279	399
R026280	414
R026281	558
R026282	264
R026283	446
R026284	524
R026285	425
R026286	459
R026287	526
R026288	598
R026289	547
R026290	540
R026291	428
R026292	512
R026293	339
R026294	587
R026295	612
R026296	462
R026297	566
R026298	554
R026299	298
R026300	421
R026301	607
R026302	461
R026303	395
R026304	509
R026305	423
R026306	561
R026307	221
R026308	577
R026309	603
R026310	488
R026311	679
R026312	550
R026313	416
R026314	561
R026315	482
R026316	472
R026317	631
R026318	486
R026319	505
R026320	265
R026321	177
R026322	412
R026323	273
R026324	446
R026325	428
R026326	436
R026327	514
R026328	606
R026329	546
R026330	397
R026331	563
R026332	758
R026333	544
R026334	517
R026335	381
R026336	468
R026337	468
R026338	480
R026339	501
R026340	583
R026341	152
R026342	645
R026343	209
R026344	621
R026345	534
R026346	365
R026347	230
R026349	385
R026350	486
R026351	128
R026352	266
R026353	305
R026354	206
R026355	526
R026356	393
R026357	380
R026358	453
R026359	550
R026360	647
R026361	491
R026362	491
R026363	282
R026364	344
R026365	535
R026366	472
R026367	644
R026368	301
R026369	500
R026370	401
R026371	399
R026372	392
R026373	559
R026374	499
R026375	274
R026376	299
R026377	567
R026378	476
R026379	580
R026380	449
R026381	463
R026382	513
R026383	484
R026384	493
R026385	517
R026386	89
R026387	94
R026388	589
R026389	643
R026390	409
R026391	628
R026392	389
R026393	505
R026394	440
R026395	603
R026396	591
R026397	412
R026398	279
R026399	505
R026400	479
R026401	535
R026402	627
R026403	397
R026404	538
R026405	595
R026406	119
R026407	574
R026408	391
R026409	528
R026410	556
R026411	392
R026412	606
R026413	478
R026414	624
R026415	540
R026416	455
R026417	483
R026418	329
R026419	443
R026420	373
R026421	528
R026422	583
R026423	573
R026424	535
R026425	205
R026426	650
R026427	446
R026428	456
R026429	576
R026430	758
R026431	163
R026432	410
R026433	700
R026434	471
R026435	487
R026436	514
R026437	699
R026438	595
R026439	538
R026440	651
R026441	612
R026442	369
R026443	511
R026444	180
R026445	393
R026446	438
R026447	553
R026448	455
R026449	689
R026450	503
R026451	377
R026452	462
R026453	463
R026454	643
R026455	565
R026456	354
R026457	546
R026458	424
R026459	456
R026460	471
R026461	637
R026462	440
R026463	444
R026464	480
R026465	526
R026466	517
R026467	444
R026468	663
R026469	559
R026470	502
R026471	494
R026472	410
R026473	503
R026474	630
R026475	525
R026476	567
R026477	430
R026478	564
R026479	399
R026480	419
R026481	572
R026482	275
R026483	510
R026484	238
R026485	461
R026486	598
R026487	409
R026488	324
R026489	624
R026490	618
R026491	529
R026492	451
R026493	327
R026494	693
R026495	163
R026496	623
R026497	430
R026498	562
R026499	396
R026500	454
R026501	547
R026502	519
R026503	470
R026504	402
R026505	587
R026506	178
R026507	397
R026508	480
R026509	513
R026510	430
R026511	629
R026512	411
R026513	601
R026514	520
R026515	194
R026516	486
R026517	618
R026518	457
R026519	499
R026520	452
R026521	716
R026522	450
R026523	547
R026524	240
R026525	528
R026526	663
R026527	582
R026528	149
R026529	566
R026530	532
R026531	546
R026532	547
R026533	432
R026534	383
R026535	557
R026536	515
R026537	485
R026538	444
R026539	382
R026540	378
R026541	223
R026542	446
R026543	574
R026544	502
R026545	431
R026546	431
R026547	518
R026548	334
R026549	467
R026550	612
R026551	521
R026552	440
R026553	467
R026554	542
R026555	612
R026556	404
R026557	656
R026558	185
R026559	459
R026560	477
R026561	442
R026562	533
R026563	380
R026564	379
R026565	439
R026566	487
R026567	113
R026568	110
R026569	192
R026570	439
R026571	584
R026572	502
R026573	597
R026574	555
R026575	359
R026576	666
R026577	565
R026578	563
R026579	680
R026580	414
R026581	366
R026582	420
R026583	323
R026584	590
R026585	269
R026586	516
R026587	485
R026588	481
R026589	486
R026590	586
R026591	384
R026592	343
R026593	499
R026594	473
R026595	400
R026596	420
R026597	595
R026598	555
R026599	517
R026600	499
R026601	600
R026602	428
R026603	625
R026604	429
R026605	323
R026606	352
R026607	607
R026608	132
R026609	352
R026610	591
R026611	409
R026612	618
